"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.video_url_mp4","Input.video_url_webm","Input.title","Input.start_time","Input.end_time","Answer.annotationText","Answer.endTimeList","Answer.noMoreActions","Answer.startTimeList","Approve","Reject"
"2U6BDDP8PJWOK81IJP23139Z1NJ5GR","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2K5ZXR24SME3PXAS6PE958P923F0H5","A2QAJ8BJ5QBB9A","Approved","Tue Feb 04 01:36:02 GMT 2014","Tue Feb 04 01:40:56 GMT 2014","Tue Feb 04 17:40:56 PST 2014","Mon Feb 03 18:02:56 PST 2014","","","294","100% (28/28)","100% (28/28)","100% (21/21)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","0.0","10.0","Tag|Using a wrench|Putting wrench down|Picking up another wrench|Looking at wrench|Putting wrench down again|Picking up another wrench|Looking at wrench|Using wrench","End Time|4.1337|4.4918|5.2856|7.0464|7.3712|7.9528|9.6116|9.9999","on","Start Time|0|4.0156|4.4918|5.2856|7.0464|7.3712|7.9528|9.6116"
"2U6BDDP8PJWOK81IJP23139Z1NJ5GR","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2KGO2GMMEGOS6LGM899AL2SEM0L99W","A3DY78Q4FCWTXX","Approved","Fri Feb 07 02:47:38 GMT 2014","Fri Feb 07 03:07:38 GMT 2014","Sat Feb 08 03:07:38 GMT 2014","2014/02/08 03:12:33 +0000","","","1200","100% (16/16)","100% (16/16)","100% (7/7)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","0.0","10.0","Tag|Rotate wrench downwards|Rotate wrench upwards|Rotate wrench downwards|Flip wrench|Reverse wrench|Place wrench onto bolt|Lower wrench to floor|Release grip on wrench|Grasp wrench|Raise wrench from floor|Lower head|Lower wrench to floor|Reach for wrench|Grasp wrench|Raise wrench from floor|Rotate wrist|Carry wrench to bicycle|Open palm","End Time|0.48|1.2018|1.6018|2.2418|2.9618|3.2018|4.2018|4.2418|4.7666|6.4066|6.0114|7.3294|7.4894|7.6094|8.8894|9.6494|10|8.6502","","Start Time|0.12|0.52|1.2418|1.8818|2.6418|3.0018|3.7218|4.2018|4.2466|4.7666|5.8114|6.8894|7.3294|7.4894|7.6094|9.5294|9.6494|8.2502"
"2EZ0JPPSI2K24K92BAWKWM6WKF0JPU","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","22C9RJ85OZI34CAKWSDOZQ5E0TG8WK","A2QAJ8BJ5QBB9A","Approved","Thu Feb 06 01:50:57 GMT 2014","Thu Feb 06 01:56:33 GMT 2014","Thu Feb 06 17:56:33 PST 2014","Thu Feb 06 11:01:29 PST 2014","","","336","100% (28/28)","100% (28/28)","100% (21/21)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","10.0","20.0","Tag|Using a wrench|Removing wrench from nut|Turning nut with hand|Using a wrench|Turning nut with hand","End Time|3.6456|4.9047|6.0514|8.8386|9.9999","on","Start Time|0|3.6458|4.9046|6.0523|8.8386"
"2EZ0JPPSI2K24K92BAWKWM6WKF0JPU","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2HIEOZFYQS1GIOAY10ID34IC5M2IL2","A3N87BX6PS0SIB","Approved","Fri Feb 07 16:51:03 GMT 2014","Fri Feb 07 16:59:25 GMT 2014","Sat Feb 08 08:59:25 PST 2014","Fri Feb 07 20:45:59 PST 2014","","","502","100% (3/3)","100% (3/3)","100% (2/2)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","10.0","20.0","Tag|bring wrench to nut|push wrench down/clockwise|push wrench up/counter clock-wise|push wrench down/clockwise|unscrew nut with wrench|grasp nut with right hand|unscrew nut with fingers.","End Time|0.7300|1.6500|2.41|3.4499|5.0558|6.0185|9.9998","","Start Time|0|0.7300|1.6500|2.41|3.4499|5.0558|6.0185"
"2EZ0JPPSI2K24K92BAWKWM6WKF0JPU","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2I988MQU6L5S1Q0SNUOXFAIJJ7QCV3","A3DY78Q4FCWTXX","Approved","Tue Feb 04 02:25:57 GMT 2014","Tue Feb 04 02:51:22 GMT 2014","Tue Feb 04 18:51:22 PST 2014","Tue Feb 04 07:02:52 PST 2014","","","1525","100% (16/16)","100% (16/16)","100% (7/7)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","10.0","20.0","Tag|Set wrench on nut|Tighten nut|Invert wrench|Set wrench on nut|Loosen nut|Remove wrench|Grasp nut|Loosen Nut|Place wrench on nut|Loosen nut|Remove wrench|Grasp nut|Loosen nut","End Time|0.5999|1.4507|2.6798|3.8026|4.5626|4.7226|5.4426|6.2834|6.4434|8.6434|8.8433|9.0832|9.9340","","Start Time|0|0.6107|2.4398|2.6826|3.8026|4.5626|4.9626|5.4434|6.2834|6.4434|8.6434|8.9232|9.0940"
"24XSVGULF399IRUX246SENYNKNBAOP","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","23DB3L0FBJ9ME67O5U5VP5RPV71MYJ","A9XWAWNLJN8DA","Approved","Thu Feb 06 11:42:46 GMT 2014","Thu Feb 06 11:50:32 GMT 2014","Fri Feb 07 03:50:32 PST 2014","Thu Feb 06 11:15:05 PST 2014","","","466","100% (6/6)","100% (6/6)","100% (3/3)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","20.0","30.0","Tag|using hand to tight |using spanner to tight|using hand to tight|using spanner to tight|using hand to adjust","End Time|0.4799|3.5257|5.6857|8.8365|9.9999","","Start Time|0|0.5769|3.6568|5.7316|8.8983"
"24XSVGULF399IRUX246SENYNKNBAOP","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2RHCGJ2D21O7M0LRMMGP3I2K2KZC6O","A2QAJ8BJ5QBB9A","Approved","Thu Feb 06 21:41:25 GMT 2014","Thu Feb 06 21:47:45 GMT 2014","Fri Feb 07 21:47:45 GMT 2014","2014/02/07 21:52:18 +0000","","","380","100% (28/28)","100% (28/28)","100% (21/21)","http://cs.ubc.ca/~troniak/bike.mp4","http://cs.ubc.ca/~troniak/bike.webm","","20.0","30.0","Tag|Turning a nut by hand|Putting wrench on nut|Turning nut with wrench|Removing wrench from nut|Turning nut with hand|Putting wrench on nut|Turning wrench|Removing wrench for nut|Turning nut with hand|Jiggling something","End Time|0.7938|2.4334|2.8075|3.1421|5.6417|7.0517|7.7025|7.9022|8.738|9.9999","on","Start Time|0|0.7939|2.4346|2.8113|3.1431|5.6419|7.0547|7.7044|7.9061|8.7419"
"2FK4E6AUBXH0ICVP7C0VMZWDSX9X1S","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2JCSSZVXX2Q8VPIUCRPGYIW1RX3O6G","A9XWAWNLJN8DA","Approved","Thu Feb 06 17:38:33 GMT 2014","Thu Feb 06 17:47:33 GMT 2014","Fri Feb 07 09:47:33 PST 2014","Thu Feb 06 11:15:05 PST 2014","","","540","100% (6/6)","100% (6/6)","100% (3/3)","http://cs.ubc.ca/~troniak/50salad.mp4","http://cs.ubc.ca/~troniak/50salad.webm","","180.0","190.0","Tag|putting cutted cheese into bowl|putting knife down|going to take cabbage|trying to take cabbage|putting a cabbage","End Time|2.6359|4.6277|5.5055|8.3442|9.9998","","Start Time|0|2.6668|4.6325|5.5363|8.3751"
"2FK4E6AUBXH0ICVP7C0VMZWDSX9X1S","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2Q7L6VCPWZ9VD8KSAYSSISN3HTC9O3","A2QAJ8BJ5QBB9A","Approved","Tue Feb 04 15:45:41 GMT 2014","Tue Feb 04 15:53:14 GMT 2014","Wed Feb 05 07:53:14 PST 2014","Wed Feb 05 05:47:47 PST 2014","","","453","100% (28/28)","100% (28/28)","100% (21/21)","http://cs.ubc.ca/~troniak/50salad.mp4","http://cs.ubc.ca/~troniak/50salad.webm","","180.0","190.0","Tag|Putting something into bowl|Moving back to cutting board|Putting something into bowl|Wiping knife with finger|Shaking something from knife into bowl|Putting knife on cutting board|Reaching for lettuce|Picking up bag of lettuce|Breaking lettuce apart|Setting bag of lettuce down|Taking lettuce from bag|Putting lettuce down","End Time|0.4658|1.0047|2.3624|3.0860|3.7488|4.6385|5.1910|6.0030|6.7566|7.1987|8.7930|9.9998","on","Start Time|0|0.4698|1.0065|2.3633|3.0880|3.7518|4.6385|5.2023|6.0081|6.7598|7.2006|8.7933"
"2LNUUKQOYGNMMWB2UR70C07SWSMGYH","2G2RNDWIOV1WXNBDZW7UC3YDZ9SWHE","Segment and label actions in videos","Denote UNAMBIGUOUS motions in the video provided.","HHM, video, movie, tag, tagging, segment, segmenting, manipulation, action, transition","$0.25","Mon Feb 03 11:00:33 GMT 2014","15","BatchId:1405274;","7200","86400","Thu Feb 13 11:00:33 GMT 2014","","","2C21QP6AUC2A3BUHZ4O360FK4CK18J","A2QAJ8BJ5QBB9A","Approved","Tue Feb 04 15:36:58 GMT 2014","Tue Feb 04 15:44:11 GMT 2014","Wed Feb 05 07:44:11 PST 2014","Wed Feb 05 05:47:46 PST 2014","","","433","100% (28/28)","100% (28/28)","100% (21/21)","http://cs.ubc.ca/~troniak/50salad.mp4","http://cs.ubc.ca/~troniak/50salad.webm","","190.0","200.0","Tag|Putting lettuce down|Picking lettuce up|Moving lettuce aside|Picking lettuce up|Moving lettuce around|Picking up knife|Cutting lettuce|Putting knife down|Picking up lettuce|Moving lettuce over","End Time|0.9108|1.7686|2.8463|3.6538|4.9995|5.7513|7.2478|7.6687|9.2604|10","on","Start Time|0|0.9108|1.6485|2.8482|3.6599|4.9995|5.7522|7.2478|7.6836|9.2614"
